season,division,date,dateUTC,matchDay,homeID,homeName,homeIcon,guestID,guestName,guestIcon,homeScore,guestScore,locID,locCity,locStadium
2011,bl1,2011-08-05T20:30:00,2011-08-05T18:30:00Z,1,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,100,Hamburger SV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,3,1,184,Dortmund,Signal-Iduna-Park
2011,bl1,2011-08-06T15:30:00,2011-08-06T13:30:00Z,1,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,76,1. FC Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2,0,36,Bremen,Weserstadion
2011,bl1,2011-08-06T15:30:00,2011-08-06T13:30:00Z,1,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,3,0,426,Stuttgart,Mercedes-Benz-Arena
2011,bl1,2011-08-06T15:30:00,2011-08-06T13:30:00Z,1,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,0,3,427,Köln,Rhein-Energie-Stadion
2011,bl1,2011-08-06T15:30:00,2011-08-06T13:30:00Z,1,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,2,2,428,Augsburg,SGL-Arena
2011,bl1,2011-08-06T15:30:00,2011-08-06T13:30:00Z,1,55,Hannover 96,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,123,TSG 1899 Hoffenheim,https://www.openligadb.de/images/teamicons/TSG_Hoffenheim.gif,2,1,425,Hannover,AWD-Arena
2011,bl1,2011-08-06T18:30:00,2011-08-06T16:30:00Z,1,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,79,1. FC Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,0,1,22,Berlin,Olympiastadion
2011,bl1,2011-08-07T15:30:00,2011-08-07T13:30:00Z,1,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,2,0,429,Mainz,Coface-Arena
2011,bl1,2011-08-07T17:30:00,2011-08-07T15:30:00Z,1,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,0,1,178,München,Allianz-Arena
2011,bl1,2011-08-13T15:30:00,2011-08-13T13:30:00Z,2,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,5,1,403,Gelsenkirchen,Veltins-Arena
2011,bl1,2011-08-13T15:30:00,2011-08-13T13:30:00Z,2,100,Hamburger SV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,2,2,362,Hamburg,Imtech-Arena
2011,bl1,2011-08-13T15:30:00,2011-08-13T13:30:00Z,2,79,1. FC Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,55,Hannover 96,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,1,2,432,Nürnberg,Easy-Credit-Stadion
2011,bl1,2011-08-13T15:30:00,2011-08-13T13:30:00Z,2,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,1,2,433,Freiburg,Badenova-Stadion
2011,bl1,2011-08-13T15:30:00,2011-08-13T13:30:00Z,2,123,TSG 1899 Hoffenheim,https://www.openligadb.de/images/teamicons/TSG_Hoffenheim.gif,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,1,0,434,Hoffenheim,Wirsol Rhein-Neckar-Arena
2011,bl1,2011-08-13T15:30:00,2011-08-13T13:30:00Z,2,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,0,1,435,Wolfsburg,Volkswagen-Arena
2011,bl1,2011-08-13T18:30:00,2011-08-13T16:30:00Z,2,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,1,1,436,Gladbach,Stadion im Borussia-Park
2011,bl1,2011-08-14T15:30:00,2011-08-14T13:30:00Z,2,76,1. FC Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,1,1,437,Kaiserslautern,Fritz-Walter-Stadion
2011,bl1,2011-08-14T17:30:00,2011-08-14T15:30:00Z,2,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,1,0,28,Leverkusen,BayArena
2011,bl1,2011-08-19T20:30:00,2011-08-19T18:30:00Z,3,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,4,1,445,Mönchengladbach,Stadion im Borussia-Park
2011,bl1,2011-08-20T15:30:00,2011-08-20T13:30:00Z,3,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,79,1. FC Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,2,0,184,Dortmund,Signal-Iduna-Park
