season,division,date,dateUTC,matchDay,homeID,homeName,homeIcon,guestID,guestName,guestIcon,homeScore,guestScore,locID,locCity,locStadium
2013,bl1,2013-08-09T20:30:00,2013-08-09T18:30:00Z,1,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,3,1,34,München,Allianz Arena
2013,bl1,2013-08-10T15:30:00,2013-08-10T13:30:00Z,1,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,3,1,28,Leverkusen,BayArena
2013,bl1,2013-08-10T15:30:00,2013-08-10T13:30:00Z,1,55,Hannover 96,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,2,0,845,Hannover,HDI Arena
2013,bl1,2013-08-10T15:30:00,2013-08-10T13:30:00Z,1,123,TSG 1899 Hoffenheim,https://www.openligadb.de/images/teamicons/TSG_Hoffenheim.gif,79,1. FC Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,2,2,511,Sinsheim,WIRSOL Rhein-Neckar-Arena
2013,bl1,2013-08-10T15:30:00,2013-08-10T13:30:00Z,1,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,0,4,494,Augsburg,SGL Arena
2013,bl1,2013-08-10T15:30:00,2013-08-10T13:30:00Z,1,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,6,1,22,Berlin,Olympiastadion
2013,bl1,2013-08-10T18:30:00,2013-08-10T16:30:00Z,1,74,Eintracht Braunschweig,https://upload.wikimedia.org/wikipedia/de/4/45/Logo_Eintracht_Braunschweig.svg,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,0,1,350,Braunschweig,Eintracht-Stadion
2013,bl1,2013-08-11T15:30:00,2013-08-11T13:30:00Z,1,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,3,2,465,Mainz,Coface Arena
2013,bl1,2013-08-11T17:30:00,2013-08-11T15:30:00Z,1,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,100,Hamburger SV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,3,3,403,Gelsenkirchen,Veltins-Arena
2013,bl1,2013-08-17T15:30:00,2013-08-17T13:30:00Z,2,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,0,1,493,Stuttgart,Mercedes-Benz Arena
