season,division,datetime,datetimeUTC,matchday,homeID,homeName,homeIcon,guestID,guestName,guestIcon,homeScore,guestScore,locID,locCity,locStadium
2021,bl1,2021-08-13 20:30:00,2021-08-13 18:30:00+00:00,1,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,1,1,444,Mönchengladbach,Borussia-Park
2021,bl1,2021-08-14 15:30:00,2021-08-14 13:30:00+00:00,1,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,0,0,,,
2021,bl1,2021-08-14 15:30:00,2021-08-14 13:30:00+00:00,1,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,0,4,,,
2021,bl1,2021-08-14 15:30:00,2021-08-14 13:30:00+00:00,1,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,5,1,,,
2021,bl1,2021-08-14 15:30:00,2021-08-14 13:30:00+00:00,1,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,1,1,,,
2021,bl1,2021-08-14 15:30:00,2021-08-14 13:30:00+00:00,1,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,1,0,,,
2021,bl1,2021-08-14 18:30:00,2021-08-14 16:30:00+00:00,1,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,5,2,,,
2021,bl1,2021-08-15 15:30:00,2021-08-15 13:30:00+00:00,1,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,1,0,,,
2021,bl1,2021-08-15 17:30:00,2021-08-15 15:30:00+00:00,1,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,3,1,,,
2021,bl1,2021-08-20 20:30:00,2021-08-20 18:30:00+00:00,2,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,4,0,,,
2021,bl1,2021-08-21 15:30:00,2021-08-21 13:30:00+00:00,2,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,2,0,,,
2021,bl1,2021-08-21 15:30:00,2021-08-21 13:30:00+00:00,2,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,0,0,,,
2021,bl1,2021-08-21 15:30:00,2021-08-21 13:30:00+00:00,2,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,2,1,,,
2021,bl1,2021-08-21 15:30:00,2021-08-21 13:30:00+00:00,2,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,1,1,,,
2021,bl1,2021-08-21 15:30:00,2021-08-21 13:30:00+00:00,2,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,1,2,,,
2021,bl1,2021-08-21 18:30:00,2021-08-21 16:30:00+00:00,2,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,4,0,,,
2021,bl1,2021-08-22 15:30:00,2021-08-22 13:30:00+00:00,2,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,2,2,,,
2021,bl1,2021-08-22 17:30:00,2021-08-22 15:30:00+00:00,2,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,3,2,,,
2021,bl1,2021-08-27 20:30:00,2021-08-27 18:30:00+00:00,3,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,3,2,,,
2021,bl1,2021-08-28 15:30:00,2021-08-28 13:30:00+00:00,3,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,1,1,,,
2021,bl1,2021-08-28 15:30:00,2021-08-28 13:30:00+00:00,3,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,1,4,,,
2021,bl1,2021-08-28 15:30:00,2021-08-28 13:30:00+00:00,3,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,2,1,,,
2021,bl1,2021-08-28 15:30:00,2021-08-28 13:30:00+00:00,3,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,3,0,,,
2021,bl1,2021-08-28 15:30:00,2021-08-28 13:30:00+00:00,3,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,2,3,,,
2021,bl1,2021-08-28 18:30:00,2021-08-28 16:30:00+00:00,3,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,5,0,1091,,
2021,bl1,2021-08-29 15:30:00,2021-08-29 13:30:00+00:00,3,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,2,1,,,
2021,bl1,2021-08-29 17:30:00,2021-08-29 15:30:00+00:00,3,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,1,0,,,
2021,bl1,2021-09-11 15:30:00,2021-09-11 13:30:00+00:00,4,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,3,4,,,
2021,bl1,2021-09-11 15:30:00,2021-09-11 13:30:00+00:00,4,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,1,1,,,
2021,bl1,2021-09-11 15:30:00,2021-09-11 13:30:00+00:00,4,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,0,2,,,
2021,bl1,2021-09-11 15:30:00,2021-09-11 13:30:00+00:00,4,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,0,2,,,
2021,bl1,2021-09-11 15:30:00,2021-09-11 13:30:00+00:00,4,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,0,0,,,
2021,bl1,2021-09-11 18:30:00,2021-09-11 16:30:00+00:00,4,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,1,4,,,
2021,bl1,2021-09-12 15:30:00,2021-09-12 13:30:00+00:00,4,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,1,1,,,
2021,bl1,2021-09-12 17:30:00,2021-09-12 15:30:00+00:00,4,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,1,3,,,
2021,bl1,2021-09-12 19:30:00,2021-09-12 17:30:00+00:00,4,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,3,1,,,
2021,bl1,2021-09-17 20:30:00,2021-09-17 18:30:00+00:00,5,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,2,1,,,
2021,bl1,2021-09-18 15:30:00,2021-09-18 13:30:00+00:00,5,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,0,0,,,
2021,bl1,2021-09-18 15:30:00,2021-09-18 13:30:00+00:00,5,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,1,0,,,
2021,bl1,2021-09-18 15:30:00,2021-09-18 13:30:00+00:00,5,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,7,0,,,
2021,bl1,2021-09-18 15:30:00,2021-09-18 13:30:00+00:00,5,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,0,0,,,
2021,bl1,2021-09-18 18:30:00,2021-09-18 16:30:00+00:00,5,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,1,1,,,
2021,bl1,2021-09-19 15:30:00,2021-09-19 13:30:00+00:00,5,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,1,3,,,
2021,bl1,2021-09-19 17:30:00,2021-09-19 15:30:00+00:00,5,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,4,2,,,
2021,bl1,2021-09-19 19:30:00,2021-09-19 17:30:00+00:00,5,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,1,1,,,
2021,bl1,2021-09-24 20:30:00,2021-09-24 18:30:00+00:00,6,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,1,3,,,
2021,bl1,2021-09-25 15:30:00,2021-09-25 13:30:00+00:00,6,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,1,0,,,
2021,bl1,2021-09-25 15:30:00,2021-09-25 13:30:00+00:00,6,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,1,1,,,
2021,bl1,2021-09-25 15:30:00,2021-09-25 13:30:00+00:00,6,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,3,1,,,
2021,bl1,2021-09-25 15:30:00,2021-09-25 13:30:00+00:00,6,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,6,0,,,
2021,bl1,2021-09-25 15:30:00,2021-09-25 13:30:00+00:00,6,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,1,0,,,
2021,bl1,2021-09-25 18:30:00,2021-09-25 16:30:00+00:00,6,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,1,0,,,
2021,bl1,2021-09-26 15:30:00,2021-09-26 13:30:00+00:00,6,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,0,0,,,
2021,bl1,2021-09-26 17:30:00,2021-09-26 15:30:00+00:00,6,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,3,0,,,
2021,bl1,2021-10-01 20:30:00,2021-10-01 18:30:00+00:00,7,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,3,1,,,
2021,bl1,2021-10-02 15:30:00,2021-10-02 13:30:00+00:00,7,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,2,1,,,
2021,bl1,2021-10-02 15:30:00,2021-10-02 13:30:00+00:00,7,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,1,2,,,
2021,bl1,2021-10-02 15:30:00,2021-10-02 13:30:00+00:00,7,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,3,1,,,
2021,bl1,2021-10-02 15:30:00,2021-10-02 13:30:00+00:00,7,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,1,3,,,
2021,bl1,2021-10-02 18:30:00,2021-10-02 16:30:00+00:00,7,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,3,0,,,
2021,bl1,2021-10-03 15:30:00,2021-10-03 13:30:00+00:00,7,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,1,2,,,
2021,bl1,2021-10-03 17:30:00,2021-10-03 15:30:00+00:00,7,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,1,2,,,
2021,bl1,2021-10-03 19:30:00,2021-10-03 17:30:00+00:00,7,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,0,4,,,
2021,bl1,2021-10-15 20:30:00,2021-10-15 18:30:00+00:00,8,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,5,0,,,
2021,bl1,2021-10-16 15:30:00,2021-10-16 13:30:00+00:00,8,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,3,1,,,
2021,bl1,2021-10-16 15:30:00,2021-10-16 13:30:00+00:00,8,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,1,2,,,
2021,bl1,2021-10-16 15:30:00,2021-10-16 13:30:00+00:00,8,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,1,1,,,
2021,bl1,2021-10-16 15:30:00,2021-10-16 13:30:00+00:00,8,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,0,1,,,
2021,bl1,2021-10-16 15:30:00,2021-10-16 13:30:00+00:00,8,80,1. FC Union Berlin,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,2,0,,,
2021,bl1,2021-10-16 18:30:00,2021-10-16 16:30:00+00:00,8,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,1,1,,,
2021,bl1,2021-10-17 15:30:00,2021-10-17 13:30:00+00:00,8,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,1,5,,,
2021,bl1,2021-10-17 17:30:00,2021-10-17 15:30:00+00:00,8,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,1,1,,,
2021,bl1,2021-10-22 20:30:00,2021-10-22 18:30:00+00:00,9,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,4,1,,,
2021,bl1,2021-10-23 15:30:00,2021-10-23 13:30:00+00:00,9,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,1,3,,,
2021,bl1,2021-10-23 15:30:00,2021-10-23 13:30:00+00:00,9,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,4,0,,,
2021,bl1,2021-10-23 15:30:00,2021-10-23 13:30:00+00:00,9,1635,RB Leipzig,https://i.imgur.com/Rpwsjz1.png,115,SpVgg Greuther Fürth,https://i.imgur.com/pwuVbKr.png,4,1,,,
2021,bl1,2021-10-23 15:30:00,2021-10-23 13:30:00+00:00,9,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,0,2,,,
2021,bl1,2021-10-23 18:30:00,2021-10-23 16:30:00+00:00,9,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,1,0,,,
2021,bl1,2021-10-24 15:30:00,2021-10-24 13:30:00+00:00,9,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,2,2,,,
