season,division,dateTime,dateTimeUTC,matchDay,homeID,homeName,homeIcon,guestID,guestName,guestIcon,homeScore,guestScore,locID,locCity,locStadium
2009,bl1,2009-08-07 20:30:00,2009-08-07 18:30:00+00:00,1,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,2,0,20,Wolfsburg,Volkswagen Arena 
2009,bl1,2009-08-08 15:30:00,2009-08-08 13:30:00+00:00,1,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,1,0,35,Dortmund,Signal Iduna Park
2009,bl1,2009-08-08 15:30:00,2009-08-08 13:30:00+00:00,1,79,1. FC Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,1,2,21,Nürnberg,easyCredit Stadion
2009,bl1,2009-08-08 15:30:00,2009-08-08 13:30:00+00:00,1,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,2,3,36,Bremen,Weserstadion
2009,bl1,2009-08-08 15:30:00,2009-08-08 13:30:00+00:00,1,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,55,Hannover 96,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,1,0,22,Berlin,Olympiastadion
2009,bl1,2009-08-08 15:30:00,2009-08-08 13:30:00+00:00,1,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,2,2,23,Mainz,Bruchwegstadion
2009,bl1,2009-08-08 18:30:00,2009-08-08 16:30:00+00:00,1,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,40,FC Bayern München,https://www.openligadb.de/images/teamicons/Bayern_Muenchen.gif,1,1,24,Sinsheim,Rhein Neckar Arena
2009,bl1,2009-08-09 15:30:00,2009-08-09 13:30:00+00:00,1,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,3,3,25,Bochum,rewirpower Stadion
2009,bl1,2009-08-09 17:30:00,2009-08-09 15:30:00+00:00,1,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,100,Hamburger SV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,1,1,26,Freiburg,badenova Stadion
2009,bl1,2009-08-15 15:30:00,2009-08-15 13:30:00+00:00,2,40,FC Bayern München,https://www.openligadb.de/images/teamicons/Bayern_Muenchen.gif,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,1,1,34,München,Allianz Arena
2009,bl1,2009-08-15 15:30:00,2009-08-15 13:30:00+00:00,2,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,112,SC Freiburg,https://i.imgur.com/r3mvi0h.png,4,2,37,Stuttgart,Mercedes Benz Arena 
